time,open,high,low,close,volume,ticker,type
2022-11-14,13280.0,13950.0,12700.0,13710.0,20560100.0,SSI,stock
2022-11-15,13470.0,13710.0,12800.0,13370.0,24236100.0,SSI,stock
2022-11-16,12600.0,14290.0,12560.0,14290.0,26998600.0,SSI,stock
2022-11-17,14580.0,15250.0,14530.0,15200.0,23384900.0,SSI,stock
2022-11-18,15150.0,15970.0,14770.0,15630.0,34596600.0,SSI,stock
2022-11-21,15830.0,15870.0,15350.0,15490.0,12527900.0,SSI,stock
2022-11-22,15300.0,16360.0,15300.0,15730.0,29655000.0,SSI,stock
2022-11-23,15590.0,15830.0,15200.0,15200.0,13126800.0,SSI,stock
2022-11-24,14860.0,15390.0,14670.0,15390.0,16226000.0,SSI,stock
2022-11-25,15780.0,16450.0,15540.0,16450.0,22569200.0,SSI,stock
2022-11-28,16840.0,17560.0,16840.0,17560.0,32638900.0,SSI,stock
2022-11-29,17800.0,18420.0,17320.0,18230.0,32279800.0,SSI,stock
2022-11-30,17990.0,18670.0,17750.0,18520.0,29645300.0,SSI,stock
2022-12-01,18760.0,18910.0,17510.0,17510.0,37109400.0,SSI,stock
2022-12-02,17410.0,18710.0,17410.0,18710.0,29326500.0,SSI,stock
2022-12-05,19530.0,20010.0,19050.0,20010.0,35813500.0,SSI,stock
2022-12-06,19630.0,20160.0,18810.0,18810.0,41336800.0,SSI,stock
2022-12-07,18810.0,19190.0,18180.0,18520.0,21179900.0,SSI,stock
2022-12-08,19000.0,19770.0,18810.0,19770.0,34618000.0,SSI,stock
2022-12-09,19920.0,20010.0,19150.0,19480.0,18581200.0,SSI,stock
2022-12-12,19630.0,19960.0,18380.0,18420.0,26511100.0,SSI,stock
2022-12-13,18420.0,19630.0,18140.0,19630.0,25352700.0,SSI,stock
2022-12-14,20200.0,20200.0,19340.0,19340.0,20741200.0,SSI,stock
2022-12-15,19340.0,19580.0,19190.0,19480.0,15553300.0,SSI,stock
2022-12-16,19240.0,19820.0,19240.0,19720.0,21449000.0,SSI,stock
2022-12-19,19720.0,21020.0,19580.0,19720.0,41725400.0,SSI,stock
2022-12-20,19720.0,19960.0,18620.0,19050.0,26808800.0,SSI,stock
2022-12-21,19430.0,19430.0,17750.0,18570.0,26446400.0,SSI,stock
2022-12-22,18760.0,18810.0,17900.0,18380.0,13108700.0,SSI,stock
2022-12-23,18280.0,18380.0,17560.0,17610.0,11363200.0,SSI,stock
2022-12-26,17510.0,17610.0,16400.0,16400.0,18630300.0,SSI,stock
2022-12-27,16360.0,16740.0,16360.0,16740.0,7432300.0,SSI,stock
2022-12-27,16740.0,17510.0,16640.0,17510.0,14748000.0,SSI,stock
2022-12-28,17750.0,17750.0,17130.0,17460.0,10979500.0,SSI,stock
2022-12-29,17320.0,17560.0,16930.0,16930.0,8747600.0,SSI,stock
2022-12-30,17080.0,17410.0,16930.0,17030.0,6422100.0,SSI,stock
2023-01-03,17130.0,18180.0,17130.0,18180.0,18046200.0,SSI,stock
2023-01-04,18470.0,18760.0,18230.0,18280.0,10680500.0,SSI,stock
2023-01-05,18420.0,18620.0,17990.0,18570.0,13309500.0,SSI,stock
2023-01-06,18570.0,18860.0,18180.0,18180.0,13143700.0,SSI,stock
2023-01-09,18380.0,18620.0,18140.0,18280.0,9711500.0,SSI,stock
2023-01-10,18280.0,18520.0,17750.0,18180.0,11623700.0,SSI,stock
2023-01-11,18330.0,19000.0,18330.0,18570.0,13973900.0,SSI,stock
2023-01-12,18620.0,18760.0,18380.0,18570.0,6542800.0,SSI,stock
2023-01-13,18760.0,19100.0,18380.0,18470.0,14327200.0,SSI,stock
2023-01-16,18570.0,18760.0,18380.0,18670.0,7329600.0,SSI,stock
2023-01-17,18860.0,19630.0,18760.0,19630.0,21992300.0,SSI,stock
2023-01-18,19720.0,20200.0,19530.0,19770.0,19367400.0,SSI,stock
2023-01-19,19680.0,20450.0,19630.0,20400.0,26454500.0,SSI,stock
2023-01-27,20690.0,20780.0,20060.0,20160.0,19460600.0,SSI,stock
2023-01-30,20160.0,20880.0,19920.0,20200.0,19239700.0,SSI,stock
2023-01-31,20350.0,20830.0,20060.0,20780.0,17924900.0,SSI,stock
2023-02-01,20880.0,21020.0,19340.0,19390.0,26556600.0,SSI,stock
2023-02-02,19530.0,19630.0,19150.0,19390.0,11997700.0,SSI,stock
2023-02-03,19340.0,19530.0,18860.0,19000.0,13217100.0,SSI,stock
2023-02-06,18860.0,19240.0,18670.0,19240.0,11552300.0,SSI,stock
2023-02-07,19340.0,19580.0,18330.0,18330.0,17388300.0,SSI,stock
2023-02-08,18670.0,18950.0,17990.0,18760.0,12539800.0,SSI,stock
2023-02-09,18710.0,19000.0,18570.0,18620.0,7434300.0,SSI,stock
2023-02-10,18620.0,18860.0,18140.0,18280.0,9538000.0,SSI,stock
2023-02-13,18230.0,18280.0,17460.0,17800.0,11360100.0,SSI,stock
2023-02-14,18040.0,18180.0,17800.0,18180.0,6180800.0,SSI,stock
2023-02-15,18180.0,18620.0,18090.0,18380.0,10344500.0,SSI,stock
2023-02-16,18570.0,18760.0,18420.0,18760.0,9828100.0,SSI,stock
2023-02-17,18710.0,18910.0,18470.0,18710.0,8056100.0,SSI,stock
2023-02-20,18710.0,19960.0,18670.0,19960.0,23655300.0,SSI,stock
2023-02-21,20010.0,20160.0,19680.0,19680.0,14060300.0,SSI,stock
2023-02-22,19430.0,19630.0,18570.0,18570.0,24069100.0,SSI,stock
2023-02-23,18570.0,18950.0,18090.0,18950.0,17946400.0,SSI,stock
2023-02-24,19000.0,19000.0,18280.0,18280.0,7726100.0,SSI,stock
2023-02-27,18090.0,18180.0,17560.0,17560.0,14834700.0,SSI,stock
2023-02-28,17900.0,18040.0,17510.0,17560.0,11908000.0,SSI,stock
2023-03-01,17610.0,18280.0,17460.0,18230.0,11380400.0,SSI,stock
2023-03-02,18280.0,18380.0,17940.0,17940.0,5341200.0,SSI,stock
2023-03-03,18140.0,18140.0,17750.0,17750.0,7382600.0,SSI,stock
2023-03-06,18140.0,18470.0,18040.0,18040.0,10340100.0,SSI,stock
2023-03-07,18280.0,18760.0,18090.0,18670.0,16202800.0,SSI,stock
2023-03-08,18380.0,19050.0,18280.0,19050.0,14656100.0,SSI,stock
2023-03-09,19050.0,19340.0,19000.0,19050.0,17709900.0,SSI,stock
2023-03-10,18810.0,19100.0,18710.0,19050.0,13374000.0,SSI,stock
2023-03-13,18810.0,19190.0,18470.0,18910.0,20540900.0,SSI,stock
2023-03-14,18910.0,18950.0,18280.0,18330.0,15079900.0,SSI,stock
2023-03-15,18910.0,19580.0,18760.0,19580.0,28458900.0,SSI,stock
2023-03-16,19430.0,19870.0,19390.0,19390.0,19590700.0,SSI,stock
2023-03-17,19630.0,19720.0,19290.0,19530.0,19301900.0,SSI,stock
2023-03-20,19430.0,19480.0,18760.0,18760.0,18548100.0,SSI,stock
2023-03-21,18950.0,19240.0,18620.0,19240.0,17547200.0,SSI,stock
2023-03-22,19390.0,19530.0,19190.0,19290.0,11224300.0,SSI,stock
2023-03-23,18950.0,19630.0,18910.0,19530.0,16405000.0,SSI,stock
2023-03-24,19680.0,19870.0,19630.0,19630.0,17851800.0,SSI,stock
2023-03-27,19720.0,20590.0,19680.0,20200.0,22678800.0,SSI,stock
2023-03-28,20400.0,20490.0,19960.0,20010.0,17833100.0,SSI,stock
2023-03-29,20010.0,20300.0,19960.0,20160.0,14413800.0,SSI,stock
2023-03-30,20690.0,20880.0,20250.0,20250.0,21860300.0,SSI,stock
2023-03-31,20250.0,20880.0,20060.0,20730.0,30654900.0,SSI,stock
2023-04-03,21170.0,21310.0,21070.0,21260.0,31071600.0,SSI,stock
2023-04-04,21260.0,21840.0,20970.0,21790.0,29983800.0,SSI,stock
2023-04-05,21550.0,21740.0,21260.0,21600.0,17129200.0,SSI,stock
2023-04-06,21790.0,22130.0,21020.0,21210.0,22151000.0,SSI,stock
2023-04-07,21070.0,21650.0,20930.0,21650.0,25020200.0,SSI,stock
2023-04-10,21890.0,22320.0,21410.0,21600.0,25160800.0,SSI,stock
2023-04-11,21550.0,21740.0,20970.0,21650.0,24231700.0,SSI,stock
2023-04-12,21740.0,21840.0,21120.0,21360.0,15668000.0,SSI,stock
2023-04-13,21260.0,21410.0,20830.0,20970.0,16638300.0,SSI,stock
2023-04-14,21070.0,21210.0,20490.0,20690.0,22609500.0,SSI,stock
2023-04-17,20400.0,20690.0,20350.0,20590.0,12517900.0,SSI,stock
2023-04-18,20640.0,20930.0,20350.0,20930.0,19091400.0,SSI,stock
2023-04-19,20970.0,21020.0,20450.0,20540.0,12877800.0,SSI,stock
2023-04-20,20400.0,20590.0,20250.0,20400.0,8463800.0,SSI,stock
2023-04-21,20590.0,21360.0,20540.0,20880.0,30064700.0,SSI,stock
2023-04-24,20880.0,21070.0,20640.0,20730.0,9321800.0,SSI,stock
2023-04-25,20830.0,20880.0,20160.0,20300.0,17466300.0,SSI,stock
2023-04-26,20300.0,20450.0,19920.0,20450.0,16096000.0,SSI,stock
2023-04-27,20590.0,20640.0,20300.0,20400.0,8550700.0,SSI,stock
2023-04-28,20490.0,20730.0,20450.0,20640.0,14030700.0,SSI,stock
2023-05-04,20540.0,21070.0,20490.0,20880.0,15789200.0,SSI,stock
2023-05-05,20930.0,20970.0,20640.0,20730.0,7372100.0,SSI,stock
2023-05-08,20830.0,21460.0,20780.0,21460.0,26572000.0,SSI,stock
2023-05-09,21550.0,21600.0,21210.0,21360.0,12474200.0,SSI,stock
2023-05-10,21410.0,21840.0,21410.0,21650.0,18122800.0,SSI,stock
2023-05-11,21650.0,22030.0,21550.0,21550.0,18668200.0,SSI,stock
2023-05-12,21500.0,22370.0,21460.0,22180.0,24850100.0,SSI,stock
2023-05-15,22610.0,22710.0,22030.0,22080.0,20007100.0,SSI,stock
2023-05-16,22030.0,22270.0,21980.0,22130.0,18870800.0,SSI,stock
2023-05-17,22030.0,22130.0,21550.0,21600.0,20766300.0,SSI,stock
2023-05-18,21740.0,22270.0,21600.0,22030.0,26020700.0,SSI,stock
2023-05-19,21940.0,22420.0,21790.0,22130.0,14956200.0,SSI,stock
2023-05-22,22220.0,22320.0,21980.0,22030.0,13922600.0,SSI,stock
2023-05-23,22130.0,22420.0,21940.0,22030.0,19683500.0,SSI,stock
2023-05-24,22270.0,22320.0,21840.0,21840.0,24777300.0,SSI,stock
2023-05-25,21740.0,21840.0,21600.0,21650.0,15722000.0,SSI,stock
2023-05-26,21700.0,21840.0,21650.0,21700.0,8272300.0,SSI,stock
2023-05-29,21980.0,22560.0,21890.0,22510.0,17596200.0,SSI,stock
2023-05-30,22610.0,22710.0,22220.0,22470.0,14844600.0,SSI,stock
2023-05-31,22370.0,22610.0,22130.0,22270.0,18626100.0,SSI,stock
2023-06-01,22320.0,22710.0,22180.0,22560.0,16361000.0,SSI,stock
2023-06-02,22900.0,23430.0,22800.0,23190.0,27301900.0,SSI,stock
2023-06-05,23520.0,23670.0,22990.0,23190.0,18890400.0,SSI,stock
2023-06-06,23190.0,24340.0,22990.0,24200.0,34323800.0,SSI,stock
2023-06-07,24200.0,24440.0,23960.0,24150.0,18172300.0,SSI,stock
2023-06-08,24340.0,24440.0,23380.0,23380.0,34755100.0,SSI,stock
2023-06-09,23570.0,24290.0,23330.0,24290.0,22956500.0,SSI,stock
2023-06-12,24290.0,24440.0,23760.0,24390.0,17308500.0,SSI,stock
2023-06-13,24530.0,24730.0,24150.0,24390.0,18419600.0,SSI,stock
2023-06-14,24530.0,25210.0,24390.0,24440.0,25250900.0,SSI,stock
2023-06-15,24530.0,24820.0,24490.0,24730.0,14244700.0,SSI,stock
2023-06-16,25060.0,26170.0,25060.0,25110.0,34448400.0,SSI,stock
2023-06-19,25300.0,25690.0,25110.0,25400.0,15014000.0,SSI,stock
2023-06-20,25800.0,25950.0,24950.0,25700.0,19253600.0,SSI,stock
2023-06-21,25700.0,26200.0,25600.0,26000.0,19258600.0,SSI,stock
2023-06-22,26100.0,26500.0,25800.0,26100.0,15245600.0,SSI,stock
2023-06-23,26100.0,26200.0,25750.0,26000.0,12483200.0,SSI,stock
2023-06-26,26000.0,26050.0,25250.0,25800.0,17384100.0,SSI,stock
2023-06-27,25850.0,26750.0,25800.0,26600.0,20384500.0,SSI,stock
2023-06-28,26600.0,26950.0,26400.0,26550.0,16422600.0,SSI,stock
2023-06-29,26650.0,26650.0,25450.0,25450.0,19941700.0,SSI,stock
2023-06-30,25500.0,25900.0,25400.0,25800.0,14517400.0,SSI,stock
2023-07-03,26050.0,26100.0,25650.0,25700.0,13141200.0,SSI,stock
2023-07-04,25700.0,26500.0,25550.0,26500.0,24381900.0,SSI,stock
2023-07-05,26700.0,26700.0,26200.0,26200.0,15873600.0,SSI,stock
2023-07-06,26200.0,26700.0,25800.0,26300.0,26806400.0,SSI,stock
2023-07-07,26100.0,26450.0,25650.0,26450.0,14796500.0,SSI,stock
2023-07-10,26650.0,27500.0,26650.0,27500.0,30633600.0,SSI,stock
2023-07-11,27400.0,28450.0,27400.0,28050.0,27100700.0,SSI,stock
2023-07-12,28300.0,28600.0,27650.0,27950.0,23044800.0,SSI,stock
2023-07-13,28250.0,28500.0,28000.0,28400.0,16156700.0,SSI,stock
2023-07-14,28500.0,28600.0,27950.0,28500.0,16102800.0,SSI,stock
2023-07-17,28550.0,29200.0,28550.0,28800.0,14468100.0,SSI,stock
2023-07-18,28800.0,28800.0,28450.0,28550.0,12415400.0,SSI,stock
2023-07-19,28600.0,28900.0,28450.0,28500.0,10046700.0,SSI,stock
2023-07-20,28500.0,28500.0,27600.0,28000.0,28832600.0,SSI,stock
2023-07-21,28000.0,28800.0,27850.0,28750.0,16462800.0,SSI,stock
2023-07-24,29100.0,29200.0,28400.0,28700.0,14535600.0,SSI,stock
2023-07-25,28700.0,29100.0,28500.0,28800.0,14449000.0,SSI,stock
2023-07-26,28800.0,29050.0,28400.0,29000.0,12780300.0,SSI,stock
2023-07-27,29000.0,29700.0,28900.0,29450.0,16465600.0,SSI,stock
2023-07-28,29450.0,29900.0,29350.0,29750.0,13130200.0,SSI,stock
2023-07-31,29950.0,30200.0,29350.0,29650.0,15219300.0,SSI,stock
2023-08-01,29700.0,29700.0,28800.0,28800.0,16376600.0,SSI,stock
2023-08-02,28700.0,29150.0,28600.0,29000.0,11458900.0,SSI,stock
2023-08-03,28950.0,29050.0,28300.0,28500.0,15210400.0,SSI,stock
2023-08-04,28500.0,29400.0,28500.0,29200.0,14992000.0,SSI,stock
2023-08-07,29600.0,29950.0,29400.0,29700.0,15093300.0,SSI,stock
2023-08-08,29850.0,29850.0,29000.0,29100.0,11628700.0,SSI,stock
2023-08-09,28900.0,29200.0,28550.0,28600.0,16620200.0,SSI,stock
2023-08-10,28600.0,28850.0,28100.0,28100.0,23382100.0,SSI,stock
2023-08-11,28250.0,28300.0,27650.0,28150.0,27536000.0,SSI,stock
2023-08-14,28450.0,29400.0,28100.0,29150.0,30333100.0,SSI,stock
2023-08-15,29200.0,29200.0,28650.0,28700.0,13184400.0,SSI,stock
2023-08-16,28650.0,29150.0,28450.0,28850.0,14335800.0,SSI,stock
2023-08-17,29050.0,30600.0,29050.0,29950.0,59158400.0,SSI,stock
2023-08-18,29700.0,30400.0,28000.0,28300.0,46437600.0,SSI,stock
2023-08-21,29000.0,29150.0,28500.0,28850.0,35538400.0,SSI,stock
2023-08-22,29000.0,30700.0,27850.0,30700.0,51810600.0,SSI,stock
2023-08-23,31000.0,31150.0,30150.0,30400.0,32898700.0,SSI,stock
2023-08-24,30300.0,32100.0,30150.0,32000.0,38295900.0,SSI,stock
2023-08-25,31700.0,32500.0,31650.0,32200.0,32433300.0,SSI,stock
2023-08-28,32299.0,32700.0,32100.0,32450.0,26966500.0,SSI,stock
2023-08-29,32500.0,32800.0,31700.0,32350.0,35197500.0,SSI,stock
2023-08-30,32400.0,33900.0,32100.0,33500.0,24980800.0,SSI,stock
2022-08-31,90190.0,91280.0,88900.0,91280.0,207100.0,BCM,stock
2022-09-05,89590.0,92270.0,89590.0,89790.0,150700.0,BCM,stock
2022-09-06,90090.0,90090.0,88200.0,88200.0,175500.0,BCM,stock
2022-09-07,87510.0,87800.0,83340.0,87210.0,500400.0,BCM,stock
2022-09-08,87310.0,88000.0,85820.0,87310.0,114200.0,BCM,stock
2022-09-09,87310.0,91280.0,87310.0,89090.0,203400.0,BCM,stock
2022-09-12,89590.0,90280.0,88300.0,89390.0,141500.0,BCM,stock
2022-09-13,89290.0,90280.0,86810.0,90280.0,233700.0,BCM,stock
2022-09-14,88100.0,90780.0,88100.0,90780.0,169200.0,BCM,stock
2022-09-15,90680.0,97130.0,89990.0,97130.0,421000.0,BCM,stock
2022-09-16,96730.0,99110.0,96730.0,97230.0,246200.0,BCM,stock
2022-09-19,97230.0,101000.0,92270.0,96530.0,283000.0,BCM,stock
2022-09-20,98220.0,98220.0,90780.0,95740.0,304000.0,BCM,stock
2022-09-21,95740.0,98020.0,94250.0,95540.0,120500.0,BCM,stock
2022-09-22,93460.0,96730.0,93460.0,95340.0,82600.0,BCM,stock
2022-09-23,96140.0,96140.0,92270.0,93960.0,151500.0,BCM,stock
2022-09-26,93760.0,93760.0,87410.0,93060.0,709400.0,BCM,stock
2022-09-27,92760.0,92760.0,89790.0,92270.0,153200.0,BCM,stock
2022-09-28,88200.0,91870.0,88200.0,90280.0,165800.0,BCM,stock
2022-09-29,90190.0,92070.0,84030.0,84030.0,160200.0,BCM,stock
2022-09-30,82350.0,89890.0,79370.0,89890.0,464400.0,BCM,stock
2022-10-03,89990.0,90090.0,83640.0,89290.0,139100.0,BCM,stock
2022-10-04,89290.0,89290.0,85320.0,87610.0,54900.0,BCM,stock
2022-10-05,87700.0,90780.0,86220.0,89490.0,144300.0,BCM,stock
2022-10-06,86410.0,89290.0,85220.0,88300.0,117900.0,BCM,stock
2022-10-07,84700.0,88200.0,82200.0,84500.0,401400.0,BCM,stock
2022-10-10,79600.0,87500.0,79200.0,87500.0,99200.0,BCM,stock
2022-10-11,87500.0,87500.0,82300.0,82300.0,84000.0,BCM,stock
2022-10-12,82300.0,85000.0,82300.0,85000.0,136500.0,BCM,stock
2022-10-13,85000.0,85000.0,83000.0,85000.0,49700.0,BCM,stock
2022-10-14,85000.0,85400.0,83100.0,85000.0,107700.0,BCM,stock
2022-10-17,84000.0,84000.0,82900.0,84000.0,59200.0,BCM,stock
2022-10-18,84000.0,87000.0,84000.0,86000.0,67300.0,BCM,stock
2022-10-19,86000.0,86000.0,84800.0,85000.0,55400.0,BCM,stock
2022-10-20,84000.0,85000.0,83000.0,85000.0,44700.0,BCM,stock
2022-10-21,84100.0,84100.0,81000.0,83500.0,101300.0,BCM,stock
2022-10-24,83600.0,83600.0,80500.0,82000.0,76700.0,BCM,stock
2022-10-25,82000.0,82000.0,78600.0,82000.0,87400.0,BCM,stock
2022-10-26,81000.0,81900.0,79400.0,81900.0,49800.0,BCM,stock
2022-10-27,81800.0,81800.0,80000.0,81700.0,131800.0,BCM,stock
2022-10-28,81700.0,82000.0,80500.0,81800.0,73500.0,BCM,stock
2022-10-31,78400.0,81800.0,78400.0,81800.0,127200.0,BCM,stock
2022-11-01,80100.0,81500.0,80000.0,81100.0,80000.0,BCM,stock
2022-11-02,81100.0,81100.0,79600.0,80500.0,82400.0,BCM,stock
2022-11-03,80300.0,80300.0,78000.0,79000.0,102400.0,BCM,stock
2022-11-04,78000.0,78000.0,74000.0,74000.0,123200.0,BCM,stock
2022-11-07,73000.0,75000.0,68900.0,75000.0,233800.0,BCM,stock
2022-11-08,70000.0,74700.0,69900.0,74700.0,82600.0,BCM,stock
2022-11-09,74700.0,75300.0,72200.0,74500.0,98200.0,BCM,stock
2022-11-10,71500.0,74700.0,71000.0,73300.0,86700.0,BCM,stock
2022-11-11,73300.0,73600.0,72000.0,73600.0,50600.0,BCM,stock
2022-11-14,70100.0,72500.0,70100.0,72500.0,63000.0,BCM,stock
2022-11-15,71000.0,72400.0,68900.0,72400.0,126000.0,BCM,stock
2022-11-16,69900.0,75000.0,69200.0,74800.0,103000.0,BCM,stock
2022-11-17,74800.0,79000.0,73900.0,78900.0,94200.0,BCM,stock
2022-11-18,79700.0,79700.0,75100.0,77000.0,229500.0,BCM,stock
2022-11-21,77200.0,77200.0,75600.0,76500.0,24100.0,BCM,stock
2022-11-22,77700.0,77700.0,71200.0,75000.0,111800.0,BCM,stock
2022-11-23,74900.0,75000.0,73300.0,75000.0,50100.0,BCM,stock
2022-11-24,74900.0,75000.0,72100.0,75000.0,125800.0,BCM,stock
2022-11-25,75000.0,75000.0,73200.0,74900.0,62200.0,BCM,stock
2022-11-28,74900.0,77000.0,73700.0,77000.0,300800.0,BCM,stock
2022-11-29,77300.0,79000.0,76300.0,79000.0,85200.0,BCM,stock
2022-11-30,79400.0,82000.0,79000.0,80800.0,79500.0,BCM,stock
2022-12-01,80400.0,81400.0,80100.0,80800.0,97300.0,BCM,stock
2022-12-02,80800.0,80800.0,79700.0,80800.0,105800.0,BCM,stock
2022-12-05,82200.0,82200.0,80500.0,82000.0,119000.0,BCM,stock
2022-12-06,80000.0,81100.0,80000.0,80000.0,117900.0,BCM,stock
2022-12-07,78100.0,80000.0,78000.0,79200.0,121100.0,BCM,stock
2022-12-08,77000.0,80400.0,77000.0,80400.0,97700.0,BCM,stock
2022-12-09,80000.0,80000.0,79000.0,79500.0,148200.0,BCM,stock
2022-12-12,79500.0,81600.0,78000.0,78000.0,32300.0,BCM,stock
2022-12-13,78200.0,80000.0,77700.0,80000.0,27800.0,BCM,stock
2022-12-14,80000.0,80100.0,78900.0,80000.0,69300.0,BCM,stock
2022-12-15,78500.0,80000.0,78500.0,79900.0,101700.0,BCM,stock
2022-12-16,78600.0,81200.0,78600.0,80000.0,67500.0,BCM,stock
2022-12-19,79300.0,79500.0,78200.0,79300.0,144500.0,BCM,stock
2022-12-20,79300.0,79800.0,77100.0,79500.0,87400.0,BCM,stock
2022-12-21,79000.0,79500.0,77700.0,79500.0,150100.0,BCM,stock
2022-12-22,79500.0,80000.0,77800.0,80000.0,103000.0,BCM,stock
2022-12-23,79800.0,79800.0,78200.0,79800.0,139500.0,BCM,stock
2022-12-26,79700.0,83900.0,78000.0,78000.0,130700.0,BCM,stock
2022-12-27,78000.0,78200.0,78000.0,78200.0,9100.0,BCM,stock
2022-12-27,78200.0,79900.0,78000.0,79900.0,85400.0,BCM,stock
2022-12-28,80000.0,80000.0,78500.0,79900.0,102400.0,BCM,stock
2022-12-29,79600.0,79600.0,78500.0,79200.0,88000.0,BCM,stock
2022-12-30,79000.0,80600.0,78100.0,80600.0,385800.0,BCM,stock
2023-01-03,80000.0,84000.0,79500.0,84000.0,110300.0,BCM,stock
2023-01-04,84000.0,84000.0,82400.0,84000.0,137700.0,BCM,stock
2023-01-05,83900.0,83900.0,82700.0,83800.0,76800.0,BCM,stock
2023-01-06,82600.0,83500.0,82000.0,82900.0,186500.0,BCM,stock
2023-01-09,82500.0,82500.0,81400.0,82300.0,114900.0,BCM,stock
2023-01-10,82000.0,82000.0,81000.0,82000.0,135200.0,BCM,stock
2023-01-11,82000.0,82000.0,80800.0,82000.0,77400.0,BCM,stock
2023-01-12,81200.0,81800.0,80500.0,81800.0,154300.0,BCM,stock
2023-01-13,81900.0,81900.0,80700.0,81900.0,97900.0,BCM,stock
2023-01-16,81500.0,81900.0,80800.0,81900.0,65300.0,BCM,stock
2023-01-17,81900.0,85000.0,81500.0,83500.0,121600.0,BCM,stock
2023-01-18,83800.0,85000.0,83600.0,84500.0,91400.0,BCM,stock
2023-01-19,84900.0,84900.0,83600.0,84300.0,91200.0,BCM,stock
